Feature,Importance
cat__attributed_group_Cl0p,0.0005670996694889581
cat__attributed_group_DarkSide,0.000564976499389939
cat__country_hq_KR,0.000562268448486529
num__missingindicator_p_value_1d,0.0005555087507145706
num__missingindicator_t_statistic_1d,0.0005538450367236967
cat__attributed_group_FIN11,0.0005511884506165569
cat__attributed_group_Play,0.0005491989743456148
cat__country_hq_SG,0.0005483528155022674
cat__attributed_group_RansomHub,0.0005422072832856313
cat__attributed_group_NoName057,0.0005383003954547648
cat__attributed_group_Rhysida,0.0005368174209692279
cat__attack_vector_secondary_ransomware,0.0005346550195918576
cat__notes_x_Insider threat component confirmed alongside external intrusion,0.0005256359526158292
cat__notes_x_Incident scope expanded during investigation; initial disclosure understated impact,0.0005239472447035985
cat__notes_x_Employee count approximate; sourced from LinkedIn company page,0.0005145205688320407
cat__notes_x_Data exfiltration confirmed via dark web monitoring service,0.000505793094583356
cat__sector_index_S&P 500 Utilities,0.0005034605026902527
cat__attributed_group_Conti,0.0004968196343707315
cat__attributed_group_Killnet,0.0004948469059175678
cat__industry_secondary_92,0.0004819757219365958
cat__country_hq_AT,0.0004788020791244758
cat__attributed_group_BlackBasta,0.00047159122591101325
cat__industry_primary_23,0.00046998858482961075
cat__country_hq_MY,0.00046431151584802426
cat__attack_vector_secondary_apt,0.0004535160307746932
cat__notes_x_Incident date based on forensic timeline reconstruction (+-2 days),0.0004527426916426832
cat__industry_secondary_54,0.00044570456435469346
cat__attributed_group_Vice_Society,0.00044489039448187114
cat__industry_primary_42,0.0004325016990402973
cat__country_hq_NL,0.00042327702430565694
cat__country_hq_ZA,0.00042226605165540367
cat__company_name_Pittsburgh Production Co.,0.00041801472345327946
cat__industry_secondary_52,0.00041173673138777386
cat__notes_y_Costs allocated across FY2024 and FY2025 per company 10-K,0.0004092612719197301
cat__industry_primary_81,0.0004011246062262142
cat__review_flag_low_quality_score,0.00038918244896580243
cat__company_name_Jaipur Robotics Ltd.,0.0003880326224280783
cat__notes_x_Company undergoing M&A at time of incident; financial attribution complex,0.00038450044350789786
cat__notes_y_Costs allocated across FY2023 and FY2024 per company 10-K,0.0003837896824357735
cat__country_hq_BE,0.0003833853760260501
cat__country_hq_TW,0.0003803090835116132
cat__discovery_date_2022-11-29,0.0003745386629954522
cat__discovery_date_2025-05-16,0.00037207424470707976
cat__ransom_source_company statement,0.00036624803633872804
cat__notes_x_OT/ICS systems affected; physical operations suspended for 5 days,0.00035394054320281787
cat__attributed_group_LockBit,0.00034376067792833335
cat__attributed_group_Hive,0.0003336046553102749
cat__industry_secondary_22,0.00033173586844986204
cat__notes_x_Cross-border incident; primary filing in HHS-OCR jurisdiction,0.0003289151743651732
cat__country_hq_NO,0.0003266936697789236
cat__discovery_date_2023-10-13,0.00032135539239299896
cat__industry_primary_72,0.00031391808146084463
cat__industry_primary_53,0.0003125732955206829
cat__discovery_date_2021-08-11,0.00031052816483515
cat__disclosure_date_2023-11-26,0.0003023229958217348
cat__attributed_group_BlackCat/ALPHV,0.0002988492625178124
cat__ransom_source_court filing,0.0002941242815965815
cat__disclosure_date_2022-12-28,0.00029362572653402033
cat__attributed_group_Lazarus_Group,0.0002902432483134263
cat__notes_y_Ransom negotiated down 34% from initial demand via third-party negotiator,0.0002879143119302265
cat__discovery_date_2024-01-10,0.0002852610674950856
cat__disclosure_date_2025-08-20,0.00028474108761269
cat__company_name_Sapphire Pinnacle Biotech Holdings Inc.,0.0002834394159587629
cat__disclosure_date_2025-09-13,0.00028287029994949277
cat__country_hq_SE,0.00028148595081543885
cat__industry_secondary_71,0.00028063288626160144
cat__company_name_Spectrum Fox Communications Pvt. Ltd.,0.0002743802912434515
cat__company_name_Epoch Maple Production Co.,0.00027363798348448815
cat__discovery_date_2024-11-25,0.0002731569696436047
cat__ransom_source_insurance claim record,0.00027260331238078704
cat__country_hq_TH,0.0002706494034226019
cat__notes_Low pre-incident trading volume reduces baseline reliability; interpret with caution,0.00027010272237866246
cat__stock_ticker_x_KEC.TA,0.0002628410332073878
cat__discovery_date_2023-09-18,0.0002622728043253224
cat__discovery_date_2024-03-28,0.00025963694706894735
cat__discovery_date_2021-05-01,0.0002590527657442378
cat__data_source_primary_https://www.bfdi.bund.de/decisions/2021/11/INQ-2021-00355,0.00025669528411583425
cat__notes_y_Costs allocated across FY2022 and FY2023 per company 10-K,0.0002549566532925478
cat__disclosure_date_2023-04-18,0.0002549090136070272
cat__disclosure_date_2025-08-15,0.0002543551841748745
cat__company_name_LinkSignal Labs Group Ltd.,0.0002525131567561616
cat__industry_secondary_42,0.0002503521571448261
cat__disclosure_date_2024-01-28,0.00025014325631923497
cat__disclosure_date_2022-04-27,0.0002500352921570929
cat__disclosure_date_2025-11-01,0.0002497280935023522
cat__company_name_Jasper Acumen Services Co. Ltd.,0.0002456223678836094
cat__discovery_date_2025-12-31,0.0002401318056715311
cat__disclosure_date_2024-09-20,0.00023833426608720746
cat__disclosure_date_2021-05-06,0.00023656511653510505
cat__country_hq_NZ,0.00023574467217185555
cat__data_source_secondary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001541679&type=8-K&dateb=20240107&owner=include&count=10,0.0002350061515165855
cat__disclosure_date_2024-03-01,0.00023457933434336393
cat__notes_Company share buyback program active during post-incident window,0.00023379289540029514
cat__disclosure_date_2025-02-12,0.00023223826319514635
cat__company_name_Orlando Systems Holdings Inc.,0.00023190170261822306
cat__company_name_LinkStream Technologies Ltd.,0.00023166782154872119
cat__data_source_primary_https://www.aepd.es/decisions/2022/04/INQ-2022-00379,0.00023109729407880128
cat__industry_secondary_48-49,0.0002285386838710003
cat__disclosure_date_2022-01-18,0.00022704675019140553
cat__notes_Sector-wide sell-off during 30-day window (market correction),0.0002267398733882939
cat__disclosure_date_2022-07-23,0.00022653316993683647
cat__discovery_date_2025-07-24,0.0002261791134305919
cat__disclosure_date_2022-03-04,0.00022394097558056287
cat__industry_secondary_61,0.00022370826026632347
cat__discovery_date_2024-07-16,0.00022253971246981153
cat__industry_secondary_72,0.00022024155328018714
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001296930&type=8-K&dateb=20220215&owner=include&count=10,0.00021943201460807293
cat__company_name_Palmer Solutions Co.,0.0002189656201165288
cat__discovery_date_2025-06-13,0.0002189521459379258
cat__country_hq_AE,0.00021685359708081736
cat__data_source_primary_https://www.bleepingcomputer.com/news/security/dynamicmachine-products-p-hit-by-cyberattack-2023/,0.00021453624913227948
cat__stock_ticker_y_RMM.MX,0.00021424574151380444
cat__company_name_Frontier Metal Systems Group N.V.,0.00021275576111165628
cat__discovery_date_2025-05-29,0.00021263678093182972
cat__discovery_date_2021-09-18,0.000211242771789078
cat__data_source_primary_https://www.cnil.fr/decisions/2022/06/INQ-2022-00044,0.00021061002934347073
cat__company_name_Citadel Capital Securities Ltd.,0.0002104566175359642
cat__data_source_primary_https://krebsonsecurity.com/2024/10/atlanta-builders-gro-breach-exposes-data/,0.00020920026241032157
cat__disclosure_date_2024-06-02,0.00020500971017652366
cat__disclosure_date_2024-04-29,0.00020375627125604386
cat__company_name_Keystone National Administration Inc.,0.0002036567451706525
cat__country_hq_IE,0.0002027442064330549
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001258080&type=8-K&dateb=20230809&owner=include&count=10,0.00020250261817248734
cat__discovery_date_2023-03-14,0.00020248624805389387
cat__company_name_Clarke Solutions Holdings PLC,0.00019966030974990899
cat__company_name_Delta Net Platforms Inc.,0.00019909680128817788
cat__notes_y_Ransom negotiated down 19% from initial demand via third-party negotiator,0.0001985885080947085
cat__company_name_Leipzig Group AG,0.00019841409177565533
cat__company_name_Crawford Analytics Holdings Inc.,0.0001975170635524043
cat__company_name_Onyx Quantum Administration Corp.,0.0001972685366461307
cat__disclosure_date_2023-12-02,0.00019707914905824235
cat__discovery_date_2022-05-29,0.00019611042645516363
cat__disclosure_date_2024-12-11,0.00019603256400957863
cat__notes_Concurrent dividend announcement partially offset negative price reaction,0.00019573266297599198
cat__notes_y_Ransom negotiated down 20% from initial demand via third-party negotiator,0.00019534851313146237
cat__company_name_Patriot Bravo Therapeutics Co. Ltd.,0.00019529368376451354
cat__discovery_date_2024-02-14,0.00019504795983413408
cat__data_source_primary_https://www.bleepingcomputer.com/news/security/fukuoka-services-co-ltd-hit-by-cyberattack-2021/,0.00019485438742318457
cat__data_source_secondary_https://krebsonsecurity.com/2025/05/quantum-timber-finan-breach-exposes-data/,0.0001944914263155133
cat__data_source_secondary_https://www.bleepingcomputer.com/news/security/wattamp-power-group-inc-hit-by-cyberattack-2023/,0.000194280864639512
cat__company_name_MarketPrime Brands Ltd.,0.00019426070429920462
cat__notes_x_Cross-border incident; primary filing in BfDI jurisdiction,0.00019363464533047613
cat__company_name_ServiceLink Staffing Inc.,0.00019359676125656422
cat__discovery_date_2023-11-29,0.0001935265883749539
cat__discovery_date_2025-12-14,0.00019344267138527677
cat__data_source_primary_https://www.crowdstrike.com/blog/pittsburgh-productio-intrusion-analysis-2023/,0.00019319615454892818
cat__discovery_date_2025-04-26,0.00019309737738658822
cat__data_source_primary_https://therecord.media/2024/05/20/abbott-microsystems-corp-breached,0.000193095310505741
cat__company_name_Silver Onyx Properties Group PLC,0.00019308490792264096
cat__stock_ticker_x_CTL,0.00019294284320968923
cat__data_source_primary_https://krebsonsecurity.com/2025/12/scholardiscovery-lea-breach-exposes-data/,0.0001919820678798822
cat__data_source_primary_https://www.bleepingcomputer.com/news/security/flynn-communications-inc-hit-by-cyberattack-2023/,0.00019185251534408965
cat__stock_ticker_x_RESE.NS,0.00019165349460084676
cat__company_name_PressAlloy Materials Inc.,0.00019151867959960086
cat__discovery_date_2025-11-19,0.00019120739852897776
cat__disclosure_date_2026-03-21,0.00019095541139700818
cat__company_name_WattAmp Power Group Inc.,0.00019092115204091286
cat__stock_ticker_x_SEN1.T,0.00019041165359567276
cat__disclosure_date_2025-09-14,0.00019029134248552663
cat__country_hq_HK,0.00019026311524515349
cat__data_source_secondary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001285410&type=8-K&dateb=20230716&owner=include&count=10,0.00018988944869861724
cat__company_name_ValueValue Stores Co.,0.00018972220789860848
cat__company_name_Calgary Innovations Holdings Inc.,0.00018927273028686994
cat__data_source_secondary_https://www.orbit-wisdom-academy-ltd.com/newsroom/2021/10/security-update,0.00018923790081063234
cat__disclosure_date_2024-05-27,0.00018834403279255975
cat__disclosure_date_2024-10-21,0.00018817298593296823
cat__company_name_Nashville Securities Co.,0.0001874090524162048
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001495502&type=8-K&dateb=20250201&owner=include&count=10,0.00018656354085227564
cat__disclosure_date_2021-09-01,0.00018622623335496255
cat__data_source_secondary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001414429&type=8-K&dateb=20251001&owner=include&count=10,0.00018456913626778255
cat__notes_y_Regulatory fine imposed under GDPR Article 83(5)(a) by AEPD,0.0001835785568175421
cat__data_source_primary_https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=0001095620&type=8-K&dateb=20231204&owner=include&count=10,0.0001829558341689531
cat__sector_index_S&P 500 Energy,0.00018247923041897707
cat__disclosure_date_2023-02-23,0.00018188630572114436
cat__discovery_date_2022-03-24,0.00018106357270825788
cat__disclosure_date_2022-07-11,0.00018025801300233454
cat__data_source_primary_https://www.theregister.com/2025/06/06/fitzgerald-distribut_security_incident/,0.0001798166522360692
cat__discovery_date_2025-07-04,0.00017952475910605427
cat__data_source_primary_https://therecord.media/2024/07/02/cincinnati-solutions-inc-breached,0.0001795241993161695
cat__disclosure_date_2024-03-11,0.000179105211932279
cat__company_name_Cedar Show Media Group Inc.,0.00017798937308042003
cat__company_name_Horizon Raven Group Group PLC,0.00017735973591715752
cat__data_source_primary_https://www.mandiant.com/resources/blog/horizon-current-powe-incident-response-2022,0.00017714505609257449
cat__discovery_date_2026-03-17,0.00017700221937660588
cat__stock_ticker_y_GIBS.DE,0.00017624504665723578
cat__disclosure_date_2025-04-16,0.0001760316962558122
cat__company_name_Indigo Spark Energy PLC,0.00017602224258739786
cat__disclosure_date_2023-12-22,0.0001754802385383536
cat__discovery_date_2023-01-03,0.0001754506514148209
cat__notes_y_Recovery costs include $0.7M for forensic investigation by CrowdStrike,0.00017489195789931324
cat__company_name_ArchDraft Development Pvt. Ltd.,0.0001746513815219401
cat__data_source_primary_https://www.edpb.europa.eu/decisions/2021/02/INQ-2021-00441,0.00017463292586261485
cat__notes_x_Partial remediation completed within 48h; full recovery took 30 days,0.00017441095466795502
cat__discovery_date_2024-03-14,0.00017435919073001296
cat__disclosure_date_2025-06-12,0.00017424746791932125
cat__disclosure_date_2023-11-18,0.0001739746881093846
cat__company_name_Granite Civic Administration Holdings Inc.,0.00017379842674505533
cat__disclosure_date_2025-01-10,0.00017369953707133918
cat__notes_x_Multiple subsidiaries affected across 5 jurisdictions,0.0001730063706561745
cat__notes_y_Regulatory fine imposed under GDPR Article 83(5)(a) by ICO,0.00017295552822955556
cat__data_source_primary_https://www.ico.org.uk/decisions/2024/09/INQ-2024-00521,0.00017285944953998104
cat__company_name_Atlanta Builders Group Inc.,0.00017285827513355447
cat__notes_Earnings announcement within event window may confound abnormal returns,0.00017230387539064144
cat__company_name_Kestrel Pulse Pharmaceuticals Group Inc.,0.00017102090739778367
cat__notes_y_Regulatory fine imposed under GDPR Article 83(5)(a) by PDPC,0.00017071807684726148
cat__disclosure_date_2022-04-24,0.0001701546893413851
cat__notes_y_Loss estimate based on Ponemon per-record cost methodology ($7.75/record),0.00016959461708392139
cat__discovery_date_2022-04-08,0.0001691026883540451
cat__company_name_Raptor Digital Computing Group SA,0.00016901169238708037
cat__discovery_date_2024-01-21,0.00016900881059810836
cat__industry_secondary_21,0.0001686052681084666
cat__disclosure_date_2025-08-22,0.00016831004253625828
cat__notes_x_Cross-border incident; primary filing in ICO jurisdiction,0.00016817354019664724
cat__data_source_primary_https://krebsonsecurity.com/2024/08/vanguard-analytic-pa-breach-exposes-data/,0.00016804135194158177
cat__data_source_secondary_https://www.mandiant.com/resources/blog/streamalgo-computing-incident-response-2023,0.00016780771545011684
cat__disclosure_date_2024-11-11,0.0001674268021631961
cat__company_name_GridByte Platforms Co.,0.00016723833238325414
cat__discovery_date_2023-03-08,0.00016716855720924308
cat__stock_ticker_y_PALM.MI,0.0001670669596089406
cat__industry_secondary_56,0.00016674020975529199
cat__company_name_Singapore Sciences Ltd.,0.00016672144318280485
cat__discovery_date_2025-10-25,0.0001666576154283663
cat__data_source_primary_https://blog.talosintelligence.com/2024/06/vertex-vista-technol-campaign.html,0.00016657711793921056
cat__notes_x_Previously breached in 2021; confirmed as separate campaign,0.00016652128157603556
cat__stock_ticker_x_FLOR.MI,0.00016635831721018536
cat__discovery_date_2022-11-22,0.00016630125237679982
cat__discovery_date_2024-01-15,0.00016595524978197447
cat__company_name_Solaris Tempest Securities AG,0.00016593128915785653
cat__discovery_date_2025-08-28,0.00016522795307959885
cat__discovery_date_2022-11-07,0.00016493184631037836
cat__disclosure_date_2022-01-20,0.0001649117866986788
cat__company_name_Haifa Therapeutics Ltd.,0.0001629938852625873
cat__industry_primary_55,0.00016281525992465655
cat__data_source_primary_https://www.bleepingcomputer.com/news/security/atlas-element-medtech-spa-hit-by-cyberattack-2025/,0.00016267327836682946
cat__disclosure_date_2024-05-20,0.0001623973110563706
cat__disclosure_date_2023-02-02,0.00016230952043886377
cat__data_source_primary_https://www.bfdi.bund.de/decisions/2024/12/INQ-2024-00186,0.00016230103197556716
cat__disclosure_date_2023-09-13,0.00016218151545865987
cat__company_name_Everest Summit Networks Holdings Inc.,0.00016188235513055516
cat__data_source_primary_https://www.edpb.europa.eu/decisions/2025/06/INQ-2025-00240,0.00016166186661491208
cat__company_name_Gutierrez Ventures Holdings Inc.,0.00016145646080721713
cat__company_name_BitWire Innovations Corp.,0.0001614278306201722
cat__disclosure_date_2024-05-19,0.00016139766359639946
cat__discovery_date_2023-03-07,0.0001613433950130328
cat__stock_ticker_x_VDR.DE,0.00016079750764356215
cat__data_source_primary_https://www.bleepingcomputer.com/news/security/voltspark-energy-gmbh-hit-by-cyberattack-2025/,0.0001603745288564409
cat__disclosure_date_2023-01-29,0.00016028265426308537
cat__company_name_Flynn Holdings Group Ltd.,0.00016025182095428888
cat__discovery_date_2025-05-30,0.00015981503858451712
cat__disclosure_date_2025-08-16,0.00015953128557726865
cat__disclosure_date_2024-01-11,0.00015939481019740581
cat__discovery_date_2023-08-19,0.00015882711476284552
cat__company_name_Zenith Equity Investments SA,0.00015861897971149367
cat__discovery_date_2021-01-29,0.00015861266517356145
cat__company_name_Lambert MedTech Co.,0.00015828587672750416
cat__notes_y_Regulatory fine imposed under GDPR Article 83(5)(a) by OAIC,0.00015819407530038342
cat__discovery_date_2022-10-09,0.00015800194869869836
cat__data_source_primary_https://www.kestrel-equity-capital-lt.com/newsroom/2022/06/security-update,0.00015792991989956972
cat__notes_x_Multiple subsidiaries affected across 7 jurisdictions,0.00015779790099354528
cat__sector_index_S&P 500 Communication Services,0.00015778597694120862
cat__stock_ticker_y_SCF.T,0.0001577421619036325
cat__company_name_Kestrel Equity Capital Ltd.,0.00015763938158344754
cat__data_source_secondary_https://therecord.media/2025/07/16/wealthsecura-holdings-gro-breached,0.0001575782394310835
